"bcr_patient_barcode","dataset","GATA3","PTEN","XBP1","ESR1","MUC1","FN1","GAPDH"
"BRCA32","BRCA",1.814625,1.1,2.16058333333333,-2.71908333333333,-2.582875,-0.057625,-0.854583333333333
"BRCA33","BRCA",-1.291625,-0.6985,-0.872833333333333,-2.594,-0.967125,0.474625,-0.269166666666667
"BRCA34","BRCA",2.983875,0.269071428571429,2.934,3.19008333333333,3.451875,-0.826458333333334,-1.64216666666667
"BRCA35","BRCA",2.135,-0.134142857142857,2.48483333333333,3.561,-0.403875,-1.72145833333333,-1.83125
"BRCA36","BRCA",1.98825,1.35585714285714,2.36383333333333,4.16591666666667,3.2385,1.02966666666667,-1.62375
"BRCA37","BRCA",1.382875,0.784571428571429,1.92883333333333,3.43875,2.81475,0.808416666666667,-0.6925
"BRCA38","BRCA",1.80525,1.252,2.47916666666667,3.257,3.042375,1.088625,-1.37716666666667
"BRCA39","BRCA",1.83425,0.726857142857143,1.88241666666667,0.112583333333333,-0.110375,-1.08970833333333,-1.46766666666667
"BRCA40","BRCA",2.947375,1.02578571428571,3.48691666666667,4.58658333333333,1.0355,-0.936708333333333,-1.14225
"BRCA41","BRCA",0.789,1.12007142857143,3.35433333333333,3.19025,2.259625,-0.892,-1.78383333333333
"BRCA42","BRCA",2.793125,1.00721428571429,1.88291666666667,4.38608333333333,1.059875,-2.04908333333333,-1.30083333333333
"BRCA43","BRCA",2.640375,0.5505,3.46741666666667,4.44316666666667,0.638625,0.26,-1.65083333333333
"BRCA44","BRCA",1.71,0.927285714285714,2.53308333333333,3.99325,2.928625,0.998291666666667,-2.03833333333333
"BRCA45","BRCA",1.552,1.3415,2.54458333333333,3.55041666666667,2.955,0.475666666666667,-1.1915
"BRCA46","BRCA",1.764625,1.08985714285714,2.30133333333333,2.30091666666667,2.151,0.351333333333333,-1.93258333333333
"BRCA47","BRCA",1.220375,0.403642857142857,2.71275,2.92958333333333,2.50475,0.991958333333333,-1.9095
"BRCA48","BRCA",-0.07625,1.10871428571429,0.597166666666667,0.621166666666667,0.015125,-1.22241666666667,-1.20608333333333
"BRCA49","BRCA",2.825625,0.558357142857143,2.28891666666667,5.06233333333333,2.272625,-0.112583333333333,-1.38333333333333
"BRCA50","BRCA",1.83325,0.34,1.87866666666667,1.88958333333333,2.588375,1.35920833333333,-0.408916666666667
"BRCA51","BRCA",0.3605,0.823785714285714,1.50241666666667,3.46925,2.739625,0.451583333333333,-1.70608333333333
"BRCA52","BRCA",-1.734875,1.21914285714286,0.37525,-1.14416666666667,-0.502625,0.462,-1.08758333333333
"BRCA53","BRCA",2.09175,1.245,3.6995,3.865,3.446,-0.263166666666667,-1.30883333333333
"BRCA54","BRCA",0.342875,-0.544857142857143,0.84525,-2.00266666666667,2.343125,0.9645,-0.618083333333333
"BRCA55","BRCA",0.11025,0.391571428571429,1.44366666666667,-2.69541666666667,1.194,1.290875,-1.25875
"BRCA56","BRCA",0.164125,-1.12164285714286,-1.747,-2.88033333333333,2.55975,0.0546666666666666,-1.057
"BRCA57","BRCA",2.118875,1.27492857142857,2.98116666666667,3.5905,1.126625,0.516041666666667,-1.11166666666667
"BRCA58","BRCA",2.364625,1.14042857142857,2.48383333333333,4.26783333333333,2.516125,0.476166666666667,-1.02916666666667
"BRCA59","BRCA",1.94425,0.936285714285714,2.67708333333333,2.78641666666667,2.8815,0.584541666666667,-1.32216666666667
"BRCA60","BRCA",1.92775,1.39164285714286,1.26733333333333,2.07275,2.72325,1.46916666666667,-1.38141666666667
"BRCA61","BRCA",1.703,1.08592857142857,1.91125,1.6945,3.23775,0.91625,-1.26041666666667
"BRCA62","BRCA",2.251375,2.1985,4.0255,4.37366666666667,2.689,0.316,-1.0945
"BRCA63","BRCA",2.19425,0.862857142857143,2.15083333333333,3.93141666666667,3.67175,1.25304166666667,-1.01141666666667
"BRCA64","BRCA",-2.9355,-1.58042857142857,-0.917916666666667,-3.901,0.460125,0.214708333333333,0.036
"BRCA65","BRCA",1.73025,0.848714285714286,2.74183333333333,5.55033333333333,3.700625,-1.00066666666667,-2.15066666666667
"BRCA66","BRCA",1.4315,0.276571428571429,2.1425,3.44833333333333,3.106,0.15125,-0.794083333333333
"BRCA67","BRCA",2.021875,0.905428571428571,3.27308333333333,3.74341666666667,2.20775,0.42825,-0.411333333333333
"BRCA68","BRCA",2.33425,0.197428571428571,3.72983333333333,4.53158333333333,2.7145,0.119375,-1.806
"BRCA69","BRCA",-4.565,0.665071428571429,-1.39590909090909,-3.59008333333333,2.846375,-0.112375,-0.0604166666666667
"BRCA70","BRCA",1.426125,1.19035714285714,2.21516666666667,3.8335,2.764125,-0.942375,-1.11333333333333
"BRCA71","BRCA",1.97175,1.56357142857143,2.25858333333333,2.38058333333333,2.315375,-0.285208333333333,-0.810666666666667
"BRCA72","BRCA",-2.713,0.456714285714286,-1.59225,-2.92008333333333,0.868375,-0.477875,-0.26975
"BRCA73","BRCA",1.498125,0.4205,2.02825,3.87741666666667,2.747875,-0.594208333333333,-0.791083333333333
"BRCA74","BRCA",3.138875,0.620928571428571,3.43966666666667,4.62858333333333,3.3215,-0.340375,-1.89566666666667
"BRCA75","BRCA",-0.000124999999999997,1.69242857142857,3.20183333333333,3.97575,1.260375,-2.38741666666667,-2.11325
"BRCA76","BRCA",-1.031,0.0466428571428571,-1.26275,-1.10241666666667,1.92175,0.113125,0.582583333333333
"BRCA77","BRCA",1.216,1.57228571428571,1.05275,4.65275,3.474,-0.0575833333333333,-1.84433333333333
"BRCA78","BRCA",0.31875,0.876214285714286,1.36375,3.15516666666667,1.686,-1.64379166666667,-1.77341666666667
"BRCA79","BRCA",2.484625,0.624714285714286,3.02183333333333,5.46758333333333,3.776875,1.021625,-1.3675
"BRCA80","BRCA",2.42025,0.0158571428571428,2.3025,4.66491666666667,-1.9175,-0.324041666666667,-0.564083333333333
"BRCA81","BRCA",-3.25025,2.04185714285714,-1.66775,0.579083333333333,-2.793875,-1.91,-1.97816666666667
"BRCA82","BRCA",2.834875,0.9175,3.12708333333333,3.28466666666667,1.377375,0.739958333333333,-1.26941666666667
"BRCA83","BRCA",-1.06175,0.480142857142857,-0.785083333333333,-3.34258333333333,2.144875,0.929958333333333,-0.834333333333333
"BRCA84","BRCA",-3.86425,1.69635714285714,-1.37558333333333,0.03225,-2.4035,-0.4245,-1.78258333333333
"BRCA85","BRCA",1.926625,-0.420857142857143,2.0595,4.46308333333333,3.792,0.440958333333333,-1.39066666666667
"BRCA86","BRCA",-1.74525,-0.4275,-1.21308333333333,-3.038,2.97175,1.876125,0.475666666666667
"BRCA87","BRCA",-0.42975,1.74828571428571,0.84825,2.49125,0.22875,-1.62733333333333,-1.72733333333333
"BRCA88","BRCA",-4.3955,0.829928571428571,-1.34416666666667,-1.0925,0.867375,0.040125,-0.28475
"BRCA89","BRCA",-0.75225,1.91635714285714,-0.0705,0.352416666666667,-0.045625,-2.536625,-1.8955
"BRCA90","BRCA",2.2625,1.06642857142857,3.16225,2.84233333333333,3.558,-0.00641666666666663,0.326833333333333
"BRCA91","BRCA",3.31925,-0.102714285714286,3.65491666666667,5.61366666666667,1.4875,-2.52308333333333,-0.977
"BRCA92","BRCA",0.788125,-0.261,3.21066666666667,4.57983333333333,0.04375,-0.3805,-1.20508333333333
"BRCA93","BRCA",1.6045,0.8395,1.84875,3.09075,2.27425,1.44708333333333,-1.01583333333333
"BRCA94","BRCA",0.8905,-0.0378571428571429,3.24275,3.48508333333333,2.792375,-2.2895,-0.647333333333333
"BRCA95","BRCA",1.100625,0.528642857142857,1.28033333333333,4.43058333333333,2.146375,1.87270833333333,-0.312583333333333
"BRCA96","BRCA",2.375375,1.04185714285714,2.51858333333333,5.27391666666667,3.032125,-0.636125,-1.90258333333333
"BRCA97","BRCA",2.674125,0.000214285714285699,2.71383333333333,4.33925,-1.047,-0.021625,-1.1385
"BRCA98","BRCA",3.715125,0.648857142857143,0.89925,4.947,1.98875,-0.199083333333333,-0.97975
"BRCA99","BRCA",2.975125,0.515428571428571,1.28966666666667,5.25875,2.2535,-0.716333333333333,-1.55666666666667
"BRCA100","BRCA",1.44025,0.7295,2.89391666666667,4.4275,2.715125,-1.39083333333333,-1.0885
"BRCA101","BRCA",1.710625,0.592928571428571,2.23683333333333,1.47258333333333,3.10175,1.17983333333333,-0.842833333333333
"BRCA102","BRCA",1.62275,0.667214285714286,1.95958333333333,1.89566666666667,2.668125,1.18845833333333,-0.934
"BRCA103","BRCA",2.59625,0.441357142857143,2.92725,5.36833333333333,-2.34575,-0.286708333333333,-1.23083333333333
"BRCA104","BRCA",2.115375,0.887357142857143,2.00975,3.03133333333333,0.72675,0.505041666666667,-0.541166666666667
"BRCA105","BRCA",-4.39275,-0.176642857142857,-1.12166666666667,-3.456,-1.89825,-0.261833333333333,-0.12325
"BRCA106","BRCA",1.210625,0.771357142857143,2.23266666666667,4.13566666666667,3.08425,0.526791666666667,-1.40466666666667
"BRCA107","BRCA",1.926625,1.09342857142857,2.87783333333333,3.25716666666667,3.37025,0.128833333333333,-1.4135
"BRCA108","BRCA",1.7355,0.882428571428571,3.05258333333333,4.65716666666667,3.30225,2.0435,-0.522916666666667
"BRCA109","BRCA",1.544,1.23107142857143,4.29766666666667,3.97508333333333,3.101,1.16741666666667,-0.853333333333333
"BRCA110","BRCA",2.47175,0.964071428571429,1.47766666666667,2.48816666666667,2.7215,1.56441666666667,-1.11683333333333
"BRCA111","BRCA",2.15475,0.674285714285714,3.33533333333333,5.78758333333333,2.656625,0.534666666666667,-0.140083333333333
"BRCA112","BRCA",-2.05,0.725714285714286,-1.003,-1.67058333333333,3.2685,-0.573166666666667,-1.018
"BRCA113","BRCA",1.136,0.760071428571429,3.73458333333333,4.75741666666667,2.345375,-0.64225,-1.32275
"BRCA114","BRCA",-0.931375,-0.101571428571429,-0.517,-4.41533333333333,0.996625,-0.36875,-0.616
"BRCA115","BRCA",2.733375,1.31342857142857,3.77183333333333,4.61841666666667,2.67175,0.340416666666667,-1.39433333333333
"BRCA116","BRCA",-0.690625,0.5535,1.1575,-0.456666666666667,1.841,0.289791666666667,0.362916666666667
"BRCA117","BRCA",0.88925,0.831857142857143,2.29791666666667,5.12,0.124625,2.074875,-1.0135
"BRCA118","BRCA",3.146,0.819642857142857,3.08241666666667,4.397,3.08675,-0.468708333333333,-0.916833333333333
"BRCA119","BRCA",1.476875,0.0414285714285714,2.96566666666667,4.81091666666667,2.206875,-0.725541666666667,-0.6995
"BRCA120","BRCA",2.340375,0.478142857142857,2.76516666666667,3.53408333333333,1.78975,0.784666666666667,-0.501666666666667
"BRCA121","BRCA",3.867625,0.505071428571429,3.51608333333333,5.903,2.856875,-1.34520833333333,-1.88258333333333
"BRCA122","BRCA",2.325375,0.409071428571429,2.49775,4.13025,3.69825,1.40875,-1.34658333333333
"BRCA123","BRCA",2.07175,1.1755,2.28458333333333,4.26625,-1.6605,0.660291666666667,-1.84625
"BRCA124","BRCA",1.814875,0.8925,2.33958333333333,3.98041666666667,-1.551875,1.45508333333333,-1.27108333333333
"BRCA125","BRCA",2.41475,-0.729071428571429,2.67241666666667,4.51558333333333,3.3885,0.940125,-1.50333333333333
"BRCA126","BRCA",2.15,0.287357142857143,2.84041666666667,2.43725,2.952375,1.65108333333333,-0.478083333333333
"BRCA127","BRCA",2.650125,0.733,2.37883333333333,5.09175,3.834375,0.079625,-1.7795
"BRCA128","BRCA",1.50675,0.0767857142857143,2.381,4.2345,1.466875,1.19420833333333,-1.28466666666667
"BRCA129","BRCA",3.3445,0.562714285714286,3.45133333333333,4.48475,2.06675,0.364416666666667,-0.62925
"BRCA130","BRCA",-1.3665,0.726071428571428,-0.710583333333333,2.27383333333333,0.045625,1.178625,-1.61875
"BRCA131","BRCA",1.404625,0.6275,2.5055,5.25116666666667,1.63975,-1.61116666666667,-0.914166666666667
"BRCA132","BRCA",2.34275,0.872714285714286,0.349833333333333,0.58725,1.21025,1.29754166666667,-0.32675
"BRCA133","BRCA",0.88225,0.558,2.05141666666667,1.58833333333333,0.949875,-0.0567083333333334,-1.46591666666667
"BRCA134","BRCA",2.413375,1.05085714285714,2.62216666666667,2.84766666666667,2.739375,1.3945,-1.05216666666667
"BRCA135","BRCA",0.919875,0.557571428571428,2.29291666666667,2.99541666666667,2.518625,0.951375,-0.746583333333333
"BRCA136","BRCA",-3.77425,0.421142857142857,0.530666666666667,-2.972,1.107,0.0501666666666667,-1.27966666666667
"BRCA137","BRCA",2.62875,1.10157142857143,3.11975,4.60983333333333,2.758625,0.601541666666667,-0.269583333333333
"BRCA138","BRCA",2.28425,0.521571428571429,2.49958333333333,4.20833333333333,3.3165,0.569708333333333,-1.01408333333333
"BRCA139","BRCA",-1.908375,0.570142857142857,1.6075,-1.59041666666667,1.581625,1.09125,-1.49983333333333
"BRCA140","BRCA",2.436625,0.941785714285714,1.69983333333333,2.87291666666667,3.08125,2.237625,-0.794583333333333
"BRCA141","BRCA",2.420125,0.858785714285714,1.73241666666667,4.75333333333333,2.99025,0.635416666666667,-0.825416666666667
"BRCA142","BRCA",3.507375,0.606928571428571,3.81508333333333,4.4125,-0.66225,-0.160541666666667,-2.04941666666667
"BRCA143","BRCA",1.57875,0.786857142857143,3.11933333333333,1.894,2.809375,-0.154375,-0.588333333333333
"BRCA144","BRCA",2.265,0.458142857142857,2.97291666666667,4.47925,3.18575,0.495333333333333,-1.84116666666667
"BRCA145","BRCA",-0.40325,0.3545,2.69508333333333,1.05741666666667,2.480625,0.668041666666667,-0.439083333333333
"BRCA146","BRCA",2.12175,1.17742857142857,3.01925,4.03775,3.405375,0.425125,-1.29466666666667
"BRCA147","BRCA",1.455,1.65935714285714,3.33225,4.24816666666667,3.274,1.068375,-1.49691666666667
"BRCA148","BRCA",1.271125,0.545071428571429,1.78908333333333,3.6665,2.58675,2.04370833333333,-1.54016666666667
"BRCA149","BRCA",2.345125,1.13357142857143,4.48758333333333,5.339,3.499,-0.13925,-1.5495
"BRCA150","BRCA",2.356375,0.710214285714286,3.16558333333333,3.54441666666667,2.413375,1.63875,-0.8365
"BRCA151","BRCA",2.38375,0.519,3.371,4.484,3.19275,0.37675,-1.52675
"BRCA152","BRCA",2.1285,0.674785714285714,1.95341666666667,4.634,3.355,0.239875,-1.18791666666667
"BRCA153","BRCA",2.2375,1.06742857142857,2.8265,1.90508333333333,0.44475,0.828541666666667,-1.1985
"BRCA154","BRCA",2.267,-0.208714285714286,3.45208333333333,4.78641666666667,2.81475,0.0962916666666667,-1.42333333333333
"BRCA155","BRCA",0.339125,1.40342857142857,3.06475,-0.0699166666666667,3.842875,-0.343125,-1.17675
"BRCA156","BRCA",2.349625,0.766571428571429,2.46208333333333,3.04125,3.28675,0.695583333333333,-0.823666666666667
"BRCA157","BRCA",3.49425,-0.109428571428571,3.82008333333333,5.24433333333333,2.59925,-2.24145833333333,-1.35275
"BRCA158","BRCA",0.92275,-1.33807142857143,3.28941666666667,4.78391666666667,1.3165,-0.08725,-1.76675
"BRCA159","BRCA",2.12075,1.28907142857143,3.127,4.39425,3.073,0.101916666666667,-0.803
"BRCA160","BRCA",1.640375,0.674928571428572,2.483,4.78766666666667,1.857125,0.784458333333334,-1.98408333333333
"BRCA161","BRCA",1.9755,1.13835714285714,2.35758333333333,3.26066666666667,2.54675,1.89325,-0.528916666666667
"BRCA162","BRCA",2.037625,-0.499714285714286,2.31608333333333,3.839,2.86675,1.51704166666667,-1.01108333333333
"BRCA163","BRCA",2.51825,0.570642857142857,3.4245,3.74716666666667,3.2175,0.905166666666667,-2.01325
"BRCA164","BRCA",1.120125,0.481928571428571,1.4815,3.39941666666667,3.74,-0.121208333333333,-0.2405
"BRCA165","BRCA",0.006125,-0.0158571428571429,1.62691666666667,-2.10583333333333,2.063375,0.314125,-0.928083333333333
"BRCA166","BRCA",2.449875,-0.369714285714286,1.89358333333333,4.00733333333333,4.046875,-1.39275,-1.63833333333333
"BRCA167","BRCA",2.705,0.890642857142857,3.35358333333333,4.92641666666667,3.618,1.14083333333333,-0.655666666666667
"BRCA168","BRCA",2.8435,-0.773071428571429,4.03283333333333,4.87116666666667,2.965,0.467791666666667,-1.50275
"BRCA169","BRCA",1.699125,0.843071428571429,1.38608333333333,3.37958333333333,2.54075,-1.513125,-1.23708333333333
"BRCA170","BRCA",1.90475,0.9735,2.93158333333333,2.52491666666667,3.5365,0.0426666666666667,-0.429666666666667
"BRCA171","BRCA",-1.107125,0.645071428571429,0.736583333333333,-1.39983333333333,2.34125,0.339333333333333,-1.29883333333333
"BRCA172","BRCA",1.9605,0.770142857142857,3.30158333333333,4.62866666666667,2.833,0.73025,-1.152
"BRCA173","BRCA",2.494375,0.445857142857143,2.86758333333333,5.27958333333333,2.52775,0.169166666666667,-1.47616666666667
"BRCA174","BRCA",1.520375,0.636857142857143,2.92375,4.87691666666667,2.508625,1.42083333333333,-1.03933333333333
"BRCA175","BRCA",1.69175,0.729642857142857,3.02708333333333,4.02208333333333,2.958375,2.037375,-1.23333333333333
"BRCA176","BRCA",3.0045,-0.0689285714285715,3.41641666666667,4.526,1.6895,-0.51825,-0.995083333333333
"BRCA177","BRCA",2.470625,0.980928571428571,3.75583333333333,3.28208333333333,0.906625,1.86179166666667,-1.41341666666667
"BRCA178","BRCA",1.72375,0.668785714285714,2.47008333333333,4.57475,2.944875,0.663166666666667,-1.54666666666667
"BRCA179","BRCA",2.16725,1.49435714285714,2.35925,4.77666666666667,2.23,1.10566666666667,-1.11291666666667
"BRCA180","BRCA",1.87125,1.17107142857143,2.80558333333333,2.67216666666667,2.335375,1.97433333333333,-1.6255
"BRCA181","BRCA",-0.16375,0.609571428571429,1.26641666666667,-0.113416666666667,1.301625,-0.85575,-1.686
"BRCA182","BRCA",-4.942875,-2.39835714285714,-0.637083333333333,-4.11025,0.410375,-1.09025,-1.45116666666667
"BRCA183","BRCA",1.624375,0.487571428571429,2.28441666666667,3.91625,1.210875,0.0960833333333333,-0.478666666666667
"BRCA184","BRCA",2.239125,0.151428571428571,2.89825,3.86008333333333,2.299,-0.435208333333333,-0.824416666666666
"BRCA185","BRCA",-1.5975,0.790142857142857,0.585083333333333,-3.01625,1.115,0.933791666666667,-0.113333333333333
"BRCA186","BRCA",1.8045,-0.305428571428571,1.83425,4.60075,0.257375,2.56270833333333,-0.795333333333333
"BRCA187","BRCA",0.363375,-2.32321428571429,-1.43041666666667,-2.32108333333333,-2.393,-0.663041666666667,-0.246083333333333
"BRCA188","BRCA",1.28725,0.690428571428571,2.48133333333333,2.422,3.15325,1.69783333333333,-0.848833333333333
"BRCA189","BRCA",-3.624,-1.70471428571429,-1.37983333333333,-3.71841666666667,-0.94975,-0.323583333333333,0.106166666666667
"BRCA190","BRCA",2.69875,1.07342857142857,1.01125,4.30483333333333,2.249375,0.866,-1.78216666666667
"BRCA191","BRCA",3.17075,1.17057142857143,1.67133333333333,3.01766666666667,2.89275,0.00508333333333335,-1.83908333333333
"BRCA192","BRCA",-3.624625,2.18421428571429,-1.10866666666667,-4.13025,-2.079125,-0.896333333333334,-0.44925
"BRCA193","BRCA",2.371375,1.04264285714286,2.48816666666667,5.18733333333333,3.048375,-0.0312083333333333,-1.59625
"BRCA194","BRCA",0.268875,0.130071428571429,0.17225,-3.57741666666667,2.65625,-1.29333333333333,-1.11525
"BRCA195","BRCA",1.244625,1.31742857142857,1.68008333333333,2.98083333333333,2.47525,1.89504166666667,-1.8585
"BRCA196","BRCA",2.316125,1.01364285714286,2.77508333333333,4.643,3.425,-0.33,-2.27983333333333
"BRCA197","BRCA",2.315,0.343357142857143,1.65625,2.87941666666667,2.63625,0.346333333333333,-0.989666666666667
"BRCA198","BRCA",1.188625,0.551357142857143,0.580666666666667,-1.21458333333333,1.9875,1.46333333333333,-0.594666666666667
"BRCA199","BRCA",1.27475,0.849642857142857,2.38166666666667,4.3,3.354375,-0.481625,-1.6315
"BRCA200","BRCA",-1.868375,0.446642857142857,-1.0755,-0.447833333333333,1.038125,0.693708333333333,-0.4115
"BRCA201","BRCA",2.180125,0.339357142857143,2.03208333333333,4.01541666666667,-0.388875,1.42066666666667,-0.361083333333333
"BRCA202","BRCA",2.37625,0.529785714285714,1.91516666666667,3.69791666666667,1.300875,0.922416666666667,-1.94975
"BRCA203","BRCA",-1.70975,1.13578571428571,0.732333333333333,-4.1725,-1.8495,0.00112499999999999,0.210833333333333
"BRCA204","BRCA",2.046875,0.964142857142857,3.50608333333333,4.21075,3.456,0.278916666666667,-1.63166666666667
"BRCA205","BRCA",0.86175,1.23221428571429,1.38725,1.924,2.2615,3.23075,-0.298833333333333
"BRCA206","BRCA",1.6745,1.61078571428571,2.14283333333333,4.22175,3.34025,1.20666666666667,-0.1755
"BRCA207","BRCA",2.569125,0.294785714285714,3.93641666666667,5.569,3.920375,0.984541666666667,-1.57033333333333
"BRCA208","BRCA",2.277375,0.690142857142857,2.08708333333333,5.19058333333333,3.842375,0.524875,-0.870083333333333
"BRCA209","BRCA",1.538375,0.752714285714286,2.50666666666667,4.04791666666667,1.032375,1.49816666666667,-1.83883333333333
"BRCA210","BRCA",2.821375,0.9165,2.36358333333333,5.67075,0.397625,-1.04291666666667,-1.93116666666667
"BRCA211","BRCA",-2.235625,0.255,-0.230666666666667,0.114416666666667,1.884,-0.125625,0.858583333333333
"BRCA212","BRCA",2.401625,0.754,2.62158333333333,4.59366666666667,2.797375,0.49275,-0.940083333333333
"BRCA213","BRCA",1.39775,1.53471428571429,1.67083333333333,2.18433333333333,1.97825,1.39641666666667,-0.00733333333333333
"BRCA214","BRCA",1.7015,1.14214285714286,1.5125,2.30958333333333,2.79775,0.782875,-1.60841666666667
"BRCA215","BRCA",2.329875,0.343714285714286,3.1175,1.61691666666667,0.926625,-0.288458333333333,-0.131416666666667
"BRCA216","BRCA",2.716375,-0.404857142857143,0.248916666666667,2.2985,2.030375,1.53445833333333,-0.924166666666667
"BRCA217","BRCA",2.266,0.181428571428571,3.512,4.23791666666667,1.714,-0.939416666666667,-1.32358333333333
"BRCA218","BRCA",2.763375,0.153785714285714,2.25958333333333,4.40491666666667,-1.270875,-0.403625,-1.55416666666667
"BRCA219","BRCA",2.84425,0.901214285714286,1.92508333333333,3.81108333333333,1.3525,-1.263875,-1.18808333333333
"BRCA220","BRCA",2.177375,-0.255142857142857,2.067,2.38,1.24825,-1.03654166666667,-1.79666666666667
"BRCA221","BRCA",-0.996375,1.453,0.05575,-1.60025,2.25425,0.806916666666667,-0.581333333333333
"BRCA222","BRCA",2.1805,0.851571428571429,2.393,2.59416666666667,1.468875,0.494291666666667,-1.6395
"BRCA223","BRCA",0.150625,-1.61564285714286,2.0535,-1.74525,1.39925,0.07925,-0.781166666666667
"BRCA224","BRCA",3.5125,0.545714285714286,2.46591666666667,4.86016666666667,-0.191125,-1.80025,-1.26475
"BRCA225","BRCA",-3.02475,0.911071428571429,-0.262833333333333,-3.17008333333333,2.7195,0.349583333333333,-0.483583333333333
"BRCA226","BRCA",3.149875,1.13364285714286,2.10875,3.49725,3.39625,1.45116666666667,-1.64166666666667
"BRCA227","BRCA",-0.578,-0.965928571428572,-0.963916666666667,-1.21266666666667,1.312125,0.089,-0.600666666666667
"BRCA228","BRCA",2.46925,0.00835714285714286,1.9085,4.98875,2.11825,-0.11125,-1.23766666666667
"BRCA229","BRCA",2.521625,1.03592857142857,2.12025,4.39908333333333,3.497875,1.12545833333333,-1.2105
"BRCA230","BRCA",1.65825,0.933785714285714,0.01825,3.15241666666667,0.409375,0.825125,-1.40591666666667
"BRCA231","BRCA",1.434375,0.7295,1.726,3.05675,3.42775,1.26708333333333,-1.56908333333333
"BRCA232","BRCA",2.069875,0.261071428571429,0.396833333333333,2.48008333333333,2.080375,-0.620375,-1.277
"BRCA233","BRCA",0.783375,0.545142857142857,0.224416666666667,2.5715,-0.022,-2.15225,-1.665
"BRCA234","BRCA",1.52525,-1.66078571428571,2.43291666666667,3.41158333333333,3.033875,-1.03516666666667,-0.0893333333333333
